MATERIAL,Repellent_cloth_YF,Repellent_skin_YF,Repellent_wash_YF,Repellent_space_YF
"Acetic acid, (Ï-chlorophenoxy)-, Ï-chlorobenzyl ester",-,-,-,-
"Acetic acid, (Ï-chlorophenoxy)-, 6-chloropiperonyl ester",-,-,-,-
"Acetic acid, (Ï-chlorophenoxy)-, ester with 3-hydroxy-3-methyl-2-butanone",-,-,-,-
"Acetic acid, (Ï-chlorophenoxy)-, 5-norbornen-2-ylmethyl ester",-,-,-,-
"Acetic acid, (Ï-chlorophenyl)-",-,-,-,-
"Acetic acid, [(2-chloro-p-tolyl)thio]-",-,-,-,-
"Acetic acid, cyano-, decyl ester",1,-,-,-
"Acetic acid, cyano-, decyl ester (a mixture of decyl isomers)",1,-,-,-
"Acetic acid, cyano-, ethylene ester",1,-,-,-
"Acetic acid, cyano-, ethyl ester",1,-,-,-
"Acetic acid, cyano-, hydrazide",-,-,-,-
"Acetic acid, cyano-, propyl ester",1,-,-,-
"Acetic acid, cyano-, tetramethylene ester",1,-,-,-
"Acetic acid, cyanomesityl-",1,-,-,-
"Acetic acid, dichloro-, benzyl ester",1,-,-,-
"Acetic acid, dichloro-, 2-bromoethyl ester",1,-,-,-
"Acetic acid, dichloro-, p-bromophenyl ester",1,-,-,-
"Acetic acid, dichloro-, 2-(2-butoxyethoxy)ethyl ester",1,-,-,-
"Acetic acid, dichloro-, 2-butoxyethyl ester",1,-,-,-
"Acetic acid, dichloro-, butyl ester",1,-,-,-
"Acetic acid, dichloro-, sec-butyl ester",1,-,-,-
"Acetic acid, dichloro-, 2-chloroethyl ester",1,-,-,-
"Acetic acid, dichloro-, Ï-chlorophenyl ester",1,-,-,-
"Acetic acid, dichloro-, p-chlorophenyl ester",1,-,-,-
"Acetic acid, dichloro-, 2-cyclohexylcyclohexyl ester",1,-,-,-
"Acetic acid, dichloro-, cyclohexyl ester",1,-,-,7
"Acetic acid, dichloro-, cyclopentyl ester",1,-,-,6
"Acetic acid, dichloro-, ester with 4-(p-hydroxyphenyl)-2-butanoone",1,-,-,-
"Acetic acid, dichloro-, 2,4-nexadienyl ester",1,-,-,-
"Acetic acid, dichloro-, 4-methylcyclohexyl ester",1,-,-,-
"Acetic acid, dichloro-, 2-naphthyl ester",1,-,-,-
"Acetic acid, dichloro-, phenethyl ester",1,-,-,-
"Acetic acid, dichloro-, phenyl ester",1,-,-,-
"Acetic acid, dichloro-, tetrahydrofurfuryl ester",1,-,-,-
"Acetic acid, dichloro-, Ï-tolyl ester",1,-,-,-
"Acetic acid, dichloro-, p-tolyl ester",1,-,-,-
"Acetic acid, dichlorothiocyanato-, 2-bornyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, allyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, benzyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, 2-bromoethyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, 2-(2-butoxyethoxy)ethyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, butyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, 2-chloroethyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, ethyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, isobutyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, isopropyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, 2-methoxyethyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, pentyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, propyl ester",1,-,-,-
"Acetic acid, (3,4-dimethoxyphenyl)-, tetrahydrofurfuryl ester",1,-,-,-
"Acetic acid, diphenyl-",1,-,-,-
"Acetic acid, diphenyl-, anhydride",1,-,-,-
"Acetic acid, diphenyl-, 1-ethyl-3-piperidyl ester, hydrochloride",1,-,-,-
"Acetic acid, diphenyl-, 1-methyl-3-piperidyl ester, hydrochloride",1,-,-,-
"Acetic acid, (dodecylimino)di-",-,-,-,-
"Acetic acid, (ethylenedinitrilolietra-, disodium salt)",1,-,-,-
"Acetic acid, (ethylidenedioxy)di-, bis(2-methylallyl) ester",1,-,-,-
"Acetic acid, (guandlinooxy)-",-,-,-,-
"Acetic acid, hydrazino-, methyl ester, hydrochloride",-,-,-,-
"Acetic acid, (2-hydroxychoxy)-, Î´-lactone",-,-,-,-
"Acetic acid, [(2-hydroxytethyl)thio]-, ethyl ester, 0-ester with 0,0-diethyl phosphorothioate",-,-,-,-
"Acetic acid, iodo-, benzyl ester",1,-,-,-
"Acetic acid, iodo-, 2-bromoethyl ester",1,-,-,-
"Acetic acid, iodo-, 2-chloroethyl ester",1,-,-,-
"Acetic acid, iodo-, ethylene ester",1,-,-,-
"Acetic acid, iodo-, hexyl ester",1,-,-,-
"Acetic acid, iodo-, phenethyl ester",1,-,-,-
"Acetic acid, iodo-, 2-phenoxyethyl ester",1,-,-,-
"Acetic acid, mercapto-, ammonium salt (53-percent aqueous solution)",N/A,N/A,N/A,N/A
"Acetic acid, mercapto-, ammonium salt (66-percent aqueous solution)",N/A,N/A,N/A,N/A
"Acetic acid, mercapto-, butyl ester, di methyldithiocarbamate",N/A,N/A,N/A,N/A
"Acetic acid, mercapto-, diethyldithiocarbamate",N/A,N/A,N/A,N/A
"Acetic acid, mercapto-, ethylene ester",1,-,-,-
"Acetic acid, mercapto-, ethyl ester, S-ester with O, O-diethyl phosphorodithioate",-,-,-,-
"Acetic acid, mercapto-, isooctyl ester (a mixture of octyl isomers)",1,-,-,-
"Acetic acid, mercapto-, trithiocarbonate",1,-,-,-
"Acetic acid, mercapto-, vinyl ester, di methyldithiocarbonate",1,-,-,-
"Acetic acid, mercaptophenyl-, ethyl ester, S-ester with O, O-di methyl phosphorothioate",-,-,-,-
"Acetic acid, methoxy-, methyl ester",-,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, allyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, benzyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, 2-bromoethyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, 2-(2-butoxyethoxy)-ethyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, butyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, 2-chloroethyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, isopropyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, 2-methoxyethyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenoxy)-, propyl ester",1,-,-,-
"Acetic acid, methoxyphenyl-",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, benzyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, 2-bromoethyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, butyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, 2-chloroethyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, cyclohexyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, ethyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, isobutyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, isopropyl ester",1,-,-,-
"Acetic acid, (p-methoxyphenyl)-, propyl ester",1,-,-,-
"Acetic acid, [3,4-(methylenedioxyphenyl]-",-,-,-,-
"Acetic acid, [3,4-(methylenedioxyphenyl)-, methyl ester",1,-,-,7
"Acetic acid, (e-nitrophenyl)-",1,-,-,8
"Acetic acid, (pentachlorophenoxy)-, ethyl ester",1,-,-,-
"Acetic acid, phenoxy-, allyl ester",1,-,-,-
"Acetic acid, phenoxy-, 2-bromoethyl ester",1,-,-,-
"Acetic acid, phenoxy-, 2-chloroethyl ester",1,-,-,-
"Acetic acid, phenoxy-, cyclohexyl ester",1,-,-,-
"Acetic acid, phenoxy-, cyclopentyl ester",1,-,-,-
"Acetic acid, phenoxy-, 2,3-dibromopropyl ester",1,-,-,7
"Acetic acid, phenoxy-, 2,2-dimethylpentyl ester",1,-,-,6
"Acetic acid, phenoxy-, heptyl ester",1,-,-,6
"Acetic acid, phenoxy-, isobutyl ester",1,-,-,-
"Acetic acid, phenoxy-, 3-methoxybutyl ester",1,-,-,-
"Acetic acid, phenoxy-, 2-methoxy-1-methylethyl ester",1,-,-,-
"Acetic acid, phenoxy-, 3-methoxypropyl ester",-,-,-,-
"Acetic acid, phenoxy-, pentachlorophenyl ester",1,-,-,-
"Acetic acid, phenoxy-, phenethyl ester",1,-,-,-
"Acetic acid, phenoxy-, 2-phenoxyethyl ester",1,-,-,-
"Acetic acid, phenoxy-, propyl ester",1,-,-,-
"Acetic acid, phenoxy-, 2-propylheptyl ester",1,-,-,6
"Acetic acid, phenoxy-, 2-propynyl ester",1,-,-,-
"Acetic acid, phenoxy-, (tetrahydroppran-2-yl)methyl ester",1,-,-,-
"Acetic acid, phenoxy-, 2,2,4-trimethylpentyl ester",1,-,-,-
"Acetic acid, phenoxy-, 10-undecenyl ester",1,-,-,-
"Acetic acid, phenyl-, allyl ester",2,-,-,-
"Acetic acid, phenyl-, Ï-(allyloxy)benzyl ester",1,-,-,6
"Acetic acid, phenyl-, 2-bornyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-bromethyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-(2-butoxyethoxy)ethyl ester",1,-,-,6
"Acetic acid, phenyl-, 2-butoxyethyl ester",1,-,-,6
"Acetic acid, phenyl-, sec-butyl ester",1,-,-,6
"Acetic acid, phenyl-, 2-(Ï-sec-butylphenoxy)-1-methylethyl ester",1,-,-,6
"Acetic acid, phenyl-, 2-(Ï-sec-butylphenoxy)-1-methylethyl ester",1,-,-,6
"Acetic acid, phenyl-, 2-(Ï-tert-butylphenoxy)-1-methylethyl ester",1,-,-,7
"Acetic acid, phenyl-,?-tert-butylpiperonyl ester",1,-,-,6
"Acetic acid, phenyl-, Ï-chlorobenzyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-chloroethyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-(Ï-chlorophenoxy)-1-methylethyl ester",1,-,-,7
"Acetic acid, phenyl-, 2-(Ï-chlorophenoxy)-1-methylethyl ester",1,-,-,6
"Acetic acid, phenyl-, cyclopentyl ester",1,-,-,-
"Acetic acid, phenyl-, 2,3-dibronopropyl ester",1,-,-,7
"Acetic acid, phenyl-, 2,4-dimethylbenzyl ester",1,-,-,-
"Acetic acid, phenyl-, 3,4-dimethylbenzyl ester",1,-,-,8
"Acetic acid, phenyl-, 2,2-dimethylpentyl ester",1,-,-,6
"Acetic acid, phenyl-, Ï-ethoxybenzyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-ethoxyethyl ester",1,-,-,6
"Acetic acid, phenyl-, Ï-ethoxyphenethyl ester",1,-,-,-
"Acetic acid, phenyl-, 1-ethylpropyl ester",1,-,-,6
"Acetic acid, phenyl-, heptyl ester",1,-,-,7
"Acetic acid, phenyl-, hexyl ester",1,-,-,-
"Acetic acid, phenyl-, hydrazide",1,-,-,-
"Acetic acid, phenyl-,?-isopropylpiperonyl ester",1,-,-,-
"Acetic acid, phenyl-, 3-methoxybutyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-(2-methoxyethoxy)ethyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-methoxyethyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-methoxy-1-methylethyl ester",1,-,-,-
"Acetic acid, phenyl-, 3-methoxypropyl ester",5,-,-,7
"Acetic acid, phenyl-, Ï-methylbenzyl ester",1,-,-,-
"Acetic acid, phenyl-, (6-methyl-3-cyclohexen-1-yl)-methyl ester",1,-,-,6
"Acetic acid, phenyl-, 4-methylcyclohexyl ester",1,-,-,-
"Acetic acid, phenyl-, 3,4-(methylenedioxy)phenyl ester",1,-,-,6
"Acetic acid, phenyl-, 1-methyl-2-phenoxyethyl ester",1,-,-,6
"Acetic acid, phenyl-,?-methylpiperonyl ester",1,-,-,-
"Acetic acid, phenyl-, 5-norbornen-2-ylmethyl ester",1,-,-,-
"Acetic acid, phenyl-,?-phenethylpiperonyl ester",1,-,-,7
"Acetic acid, phenyl-, 2-phenoxyethyl ester",1,-,-,-
"Acetic acid, phenyl-,?-(3-phenylpropyl)piperonyl ester",1,-,-,7
"Acetic acid, phenyl-, piperonyl ester",1,-,-,6
"Acetic acid, phenyl-, propyl ester",1,-,-,-
"Acetic acid, phenyl-, 2-propylheptyl ester",1,-,-,6
"Acetic acid, phenyl-, 2-propynyl ester",1,-,-,-
"Acetic acid, phenyl-, tetrahydrofurfuryl ester",2,-,-,-
"Acetic acid, phenyl-, (tetrahydropyran-2-yl)methyl ester",1,-,-,6
"Acetic acid, phenyl-, 2,2,4-trimethylpentyl ester",1,-,-,-
"Acetic acid, phenyl-, 10-undecenyl ester",1,-,-,-
"Acetic acid, (phenylthio)-",1,-,-,-
"Acetic acid, (2,3,4,6-tetrachlorophenoxy)-, ethyl ester",3,-,-,-
"Acetic acid, (2,3,5,6-tetrachlorophenoxy)-",1,-,-,-
"Acetic acid, thiocyanato-, 2-bornyl ester",1,-,-,-
"Acetic acid, thiocyanato-, 2-(isobornyloxy)ethyl ester",-,-,-,-
"Acetic acid, thiocyanato-, 1-methylheptyl ester",1,-,-,-
"Acetic acid, thiocyanato-, 2-(pentachlorophenoxy)-ethyl ester",1,-,-,-
"Acetic acid, thiodi-",-,-,-,-
"Acetic acid, (m-toluoylininoldi-, dimethyl ester",1,-,-,-
"Acetic acid, p-tolyl-",-,-,-,-
"Acetic acid, p-tolyl-,?-allylipiperonyl ester",1,-,-,-
"Acetic acid, trichloro-, allyl ester",1,-,-,-
"Acetic acid, trichloro-, benzyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-bornyl ester",1,-,-,-
"Acetic acid, trichloro-, 6-brono-a-(1-bromoethyl)-piperonyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-bromoethyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-(2-butoxyethoxy)ethyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-butoxyethyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-chloroethyl ester",1,-,-,-
"Acetic acid, trichloro-, (chloromethyl)ethylene ester",1,-,-,-
"Acetic acid, trichloro-, 2-(Î±-chlorophenoxy)-1-methylethyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-cyclohexylcyclohexyl ester",1,-,-,-
"Acetic acid, trichloro-, cyclopentyl ester",1,-,-,-
"Acetic acid, trichloro-, ester with 4-(p-hydroxyphenyl)-2-butanone",1,-,-,-
"Acetic acid, trichloro-,?-ethylbenzyl ester",1,-,-,-
"Acetic acid, trichloro-, ethylene ester",1,-,-,-
"Acetic acid, trichloro-, heptyl ester",1,-,-,-
"Acetic acid, trichloro-, isopentyl ester",1,-,-,-
"Acetic acid, trichloro-, isopropyl ester",1,-,-,-
"Acetic acid, trichloro-, 3-methoxybutyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-methoxyethyl ester",1,-,-,-
"Acetic acid, trichloro-, 3-methoxypropyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-methylcyclohexyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-methylpentyl ester",1,-,-,-
"Acetic acid, trichloro-, nonyl ester",1,-,-,-
"Acetic acid, trichloro-, octyl ester",1,-,-,-
"Acetic acid, trichloro-, pentyl ester",1,-,-,-
"Acetic acid, trichloro-, 2-phenoxyethyl ester",1,-,-,-
"Acetic acid, trichloro-, propylene ester",1,-,-,-
"Acetic acid, trichloro-, propyl ester",1,-,-,-
"Acetic acid, trichloro-, tetrahydrofurfuryl ester",2,-,-,-
"Acetic acid, trichloro-, tetramethylene ester",-,-,-,-
"Acetic acid, trichloro-, 1,3,3-trimethyl-2-norbornyl ester",1,-,-,-
"Acetic acid, trichloro-, 2,2,4-trimethylpentyl ester",1,-,-,-
"Acetic acid, trichloro-, 10-undecenyl ester",1,-,-,-
"Acetoacetaldehyde, dimethyl acetal",-,-,-,-
"Ï-Acetoacetanisidide, 5'--(diethysulfamoyl)-",-,-,-,-
"Acetoacetic acid, 1,1-dimethylallyl ester",1,-,-,-
"Acetoacetic acid, 1,1-dimethyl-2-propynyl ester",1,-,-,-
"Acetoacetic acid, ethyl ester, thiosemicarbazone",1,-,-,-
"Acetoacetic acid, 1-ethylyl-1,5-dimethyl-4-hexenyl ester",1,-,-,-
"Acetoacetic acid, propyl ester",1,-,-,-
"Acetoacetic acid, 2-chloro-2-phosphono-, triethyl ester",-,-,-,-
"Acetoacetic acid, 4-phenyl-, ethyl ester",1,-,-,-
"Acetoacetic acid, 2-phosphono-, triethyl ester",-,-,-,-
"2'-Acetonaphthone, 3'-ethyl-5',6',7',8'-tetrahydro-5',5',8',8'-tetramethyl-",1,-,-,-
"2'-Acetonaphthone, octahydro-3',5',5',8',8'-pentamethyl-",-,-,-,-
"Acetone, O-((Ï-chlorophenyl)carbamoyl)oxime",1,-,-,-
"Acetone, O-((Ï-chlorophenyl)carbamoyl)oxime",1,-,-,-
"Acetone, O-([2,5-dichlorophenyl)carbamoyl)oxime",1,-,-,-
"Acetone, dimethyl acetal",1,-,-,-
"Acetone, O-(phenylcarbamoyl)oxime",1,-,-,-
"Acetone, thiosemicarbazone",-,-,-,-
"Acetone, O-(Ï-tolylcarbamoyl)oxime",1,-,-,-
"Acetonitrile, [2-allyl-4,5-(methylenedioxy)phenyl]-",1,-,-,-
"Acetonitrile, [(2-mainopurin-6-yl)thio]-",-,-,-,-
"Acetonitrile, benzoylphenyl-",1,-,-,-
"Acetonitrile, [2-bromo-4,5-(methylenedioxy)phenyl]-",1,-,-,-
"Acetonitrile, [5-(chloromethyl)-2,4-dimethylphenyl]",1,-,-,-
"Acetonitrile, (3,4-dimethoxyphenyl)-",1,-,-,-
"Acetonitrile, (ethylenedinitrilo)tetra-",-,-,-,-
"Acetonitrile, (4-hydroxy-3-methoxyphenyl)-, acetate",1,-,-,-
"Acetonitrile, [3,4-(methylenedioxy)phenyl]-",1,-,-,-
"Acetonitrile, [4,5-(methylenedioxy)-2-propenyl-phenyl]-",1,-,-,-
"Acetonitrile, (Ï-nitrophenyl)-",1,-,-,-
"Acetonitrile, (purin-6-ylthio)-",-,-,-,-
"Ï-Acetophenetidide, 2-chloro-",1,-,-,-
"Ï-Acetophenetidide, 2-chloro-",-,-,-,-
"Acetophenone, thiosemicarbazone",1,-,-,-
"Acetophenone, 2-anilino-3^4, 4^4-(methylenedioxy)-2-[3^4-(methylenedioxy)phenyl]-",1,-,-,-
"Acetophenone, 2-bromo-4^4-phenyl-",1,-,-,-
"Acetophenone, 4^4-chloro-, thiosemicarbazone",-,-,-,-
"Acetophenone, 2-chloro-3^4, 4^4-dihydroxy-",1,-,-,-
"Acetophenone, 2-chloro-2-phenyl-",1,-,-,-
"Acetophenone, 3^4, 4^4-dihydroxy-2-[(Î±-methylphen-ethyl)aminol], hydrochloride",-,-,-,-
"Acetophenone, 3^4, 4^4-dihydroxy-2-[(3-phenylpropyl)-aminol], hydrochloride",-,-,-,-
"Acetophenone, 2^4, 4^4-dimethyl-",1,-,-,-
"Acetophenone, 4^4, 4^4'-dithiodi-",-,-,-,-
"Acetophenone, 4^4-methoxy-2^4, 6^4-dimethyl-",1,-,-,-
"Acetophenone, 4^4-methoxy-2-(Ï-methoxyphenyl)-",1,-,-,-
"Acetophenone, 4^4-methyl-, thiosemicabazone",1,-,-,-
"Acetophenone, 3^4, 4^4-(methylenedioxy)-",1,-,-,-
"Acetophenone, 4^4, 5^4-(methylenedioxy)-2^4-propyl-",1,-,-,-
"Acetophenone, 4^4-nitro-",1,-,-,-
"Acetophenone, 2-(purin-6-ylthio)-",-,-,-,-
"Acetophenone, 2^2, 2^2-tribromo-",-,-,-,-
"Acetophenone, 2^4, 4^4, 5^4-trihydroxy-",1,-,-,-
"m-Acetotoluidide, 2^2, 2-dichloro-",1,-,-,-
"m-Acetotoluidide,?,?,?-trifluoro-4^4-nitro-",1,-,-,-
"o-Acetotoluidide, 2-chloro-",1,-,-,-
"o-Acetotoluidide, 2,2-dichloro-",1,-,-,-
"p-Acetotoluidide, 2-chloro-",-,-,-,-
"p-Acetotoluidide, 2,2-dichloro-",1,-,-,-
"p-Acetotoluidide,?-fluoren-9-ylidene-",-,-,-,-
"Acridine, 9-[4-(bis(2-chloroethyl)amino]-1-methylbutyl]amino]-6-chloro-2-methoxy-, dihydrochloride",-,-,-,-
"Acridine, 6-chloro-9-[4-(diethylamino)-1-methylbutyl]amino]-2-methoxy-, compound with sulfamic acid",-,-,-,-
"Acridine, 7-chloro-9-[3-(dilisopentylamino)propyl]-amino]-1,2,3,4-tetrahydro-, phosphate",-,-,-,-
"Acridine, 9-[4-(diethylamino)-1-methylbutyl]amino]-4-methoxy-1-methyl-, dihydrochloride",-,-,-,-
"Acrylamide, N-(3-bromopropionamido/methyl)-",-,-,-,-
"Acrylamide, N-tert-butyl-",-,-,-,-
"Acrylamide, N-cyclohexyl-",1,-,-,-
"Acrylamide, N,N-diethyl-3-(p-methoxyphenyl)-2-phenyl-",1,-,-,-
"Acrylamide, N,N-diethyl-3-[3,4-(methylenedioxy)-phenyl]-2-phenyl-",1,-,-,-
"Acrylamide, N-(hydroxymethyl)-",1,-,-,-
"Acrylamide, N-isopropyl-",1,-,-,-
"Acrylamide, N-(1,1,3,3-tetramethylbutyl)-",2,-,-,-
Acrylanilide,1,-,-,-
"Acrylanilide, 3*,4'-dichloro-2-methyl-",1,-,-,-
"Acrylic acid, 5-norbornen-2-ylmethyl ester",-,-,-,-
"Acrylic acid, 3-benzoyl-",1,-,-,-
"Acrylic acid, 2-bromo-, ethyl ester",1,-,-,-
"Acrylic acid, 3-[2-bromo-4,5-(methylenedioxy)phenyl]-2-phenyl-, ethyl ester",-,-,-,-
"Acrylic acid, 2-chloro-3-ethoxy-, ethyl ester",1,-,-,-
"Acrylic acid, 2-chloro-3-hydroxy-, ethyl ester, benzoate",1,-,-,-
"Acrylic acid, 3-[2-chloro-4,5-(methylenedioxy)phenyl]-2-phenyl-, ethyl ester",1,-,-,-
"Acrylic acid, 2-cyano-3-ethoxy-, ethyl ester",1,-,-,6
"Acrylic acid, 2-(cyclohexyloxy)-, ethyl ester",4,-,1,-
"Acrylic acid, 3-ethoxy-, ethyl ester",1,-,-,-
"Acrylic acid, 3-(Ï-methoxyphenyl)-2-phenyl-, methyl ester",1,-,-,-
"Acrylic acid, 3-(p-methoxyphenyl)-2-phenyl-, ethyl ester",1,-,-,6
"Acrylic acid, 3-(p-methoxyphenyl)-2-phenyl-, methyl ester",1,-,-,6
"Acrylic acid, 3-[3,4-methylenedioxy)phenyl]-, ethyl ester",1,-,-,-
"Acrylic acid, 3-[3,4-(methylenedioxy)phenyl]-2-phenyl-, methyl ester",1,-,-,6
"Adenine, N-(4-cyclohexylbutyl)-",1,-,-,6
"Adenine, 9-Î²-D-psicofuranosyl-",-,-,-,-
"Adipic acid, bis(2-bromoethyl) ester",-,-,-,-
"Adipic acid, bis(2-chloroethyl) ester",1,-,-,-
"Adipic acid, bis[1-methyl-3-(tetrahydro-2-furyl)-propyl] ester",1,-,-,-
"Adipic acid, di-sec-butyl ester",1,-,-,-
"Adipic acid, dihydrazide",1,-,-,-
"Adipic acid, di-2-propynyl ester",-,-,-,-
"Adipic acid, salt with piperazine",1,-,-,-
"Alanine, N,N-bis(2-chloroethyl)-, hydrochloride",1,-,-,6
"Alanine, 3-[Ï-[bis(2-chloroethyl)amino]phenyl]-",-,-,-,-
"Alanine, 3-[Ï-[bis(2-chloroethyl)amino]phenyl]-hydrochloride, L-",-,-,-,-
"Alanine, 3-chloro-, hydrochloride",-,-,-,-
"Alanine, N-(diethoxyphosphinothioyl)-ethyl ester",-,-,-,-
"Alanine, N-(diethoxyphosphinothioyl)-2-methyl-ethyl ester",-,-,-,-
"Alanine, 3-(3,4-dihydroxyphenyl)-",-,-,-,-
"Alanine, N-(dimethoxyphosphinothioyl)-2-methyl-ethyl ester",-,-,-,-
"p-Alanine, N-(diethoxyphosphinothioyl)-ethyl ester",-,-,-,-
"p-Alanine, 2-(thienyl)-",-,-,-,-
Allylamine,-,-,-,-
"Allylamine, 2(or 3)-(allyloxy)-N,N-dimethyl-",-,-,-,-
"Allylamine, N,N-dimethyl-",1,-,-,-
"Allylamine, 3-methoxy-N,N-dimethyl-",-,-,-,-
Aloin,-,-,-,-
"Altropyranoside, methyl 4,6-D-benzylidene-3-deoxy-3-[(dithiocarboxy)amino]-methyl ester, 2-methanesulfonate,?-D-",-,-,-,-
Aluminum oleate,-,-,-,-
Aluminum palmitate,1,-,-,-
Anicetin,-,-,-,-
"Ammonium, benzyl(4,4-dibenzoyl-2,2-dimethylbutyl)-dimethyl---chloride",-,-,-,-
"Ammonium, benzyl(2,2-dimethyl-5-oxo-3-undecenyl)-dimethyl---chloride",1,-,-,-
"Ammonium, benzyldimethyl[2-[2-[p-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]ethyl]---thiocyanate",1,-,-,-
"Ammonium, benzyldimethyl(3,b,5-trimethylhexyl)-benzenesulfonate",1,-,-,-
"Ammonium, benzyl[2(or 4)-(hexadecyloxy)-4,6(or 2,6)-dimethylbenzyl]dimethyl---chloride",1,-,-,-
"Ammonium, benzyltrimethyl---p-toluenesulfonate",1,-,-,-
"Ammonium,[1-carboxy-2-[2-mercaptoimidazol-4(or 5)-yl]ethyl]trimethyl---hydroxide, inner salt, d-",1,-,-,-
"Ammonium,(carboxymethyl)dimethyltetradecyl---bromide",-,-,-,-
"Ammonium, (carboxymethyl)dimethyl[2-[2-[p-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]ethyl]---hydroxide, inner salt",-,-,-,-
"Ammonium, [4-[Î±-(Ï-chlorophenyl)-Ï-(dimethylamino)-benzylidene]-2,5-cyclohexadien-1-ylidene]dimethyl---chloride",1,-,-,-
"Ammonium, decamethylenebis[bis(2-hydroxyethyl)-methyl---bromide]",-,-,-,-
"Ammonium, decamethylenebis[ethyldi-2-pyridyl---iodide]",-,-,-,-
"Ammonium, decamethylenebis[(2-hydroxyethyl)dimethyl---bromide]",-,-,-,-
"Ammonium, diethyl(2-hydroxyethyl)methyl---bromide, benzilate",-,-,-,-
"Ï-Anisaldehyde, diethyl acetal",1,-,-,-
"Ï-Anisaldehyde, 2-benzothiazolylhydrazone",1,-,-,-
"Ï-Anisaldehyde, oxime",-,-,-,-
"Ï-Anisaldehyde, thiosemicarbazone",-,-,-,-
"Ï-Anisaalde, N,N-diethyl-",3,-,-,-
"Ï-Anisaalde, N,N-diethyl-3-methyl-",1,-,-,-
"Ï-Anisic acid, 6-hydroxy-",1,-,-,-
"Ï-Anisic acid, 4-(2-methylallyl)-, methyl ester",1,-,-,-
"Ï-Anisic acid, ethyl ester",2,-,-,-
"Ï-Anisic acid, 3-methyl-",1,-,-,-
"Ï-Anisic acid, allyl ester",1,-,-,-
"Ï-Anisic acid, benzyl ester",1,-,-,-
"Ï-Anisic acid, 6-bromo-Î±-(1-bromoethyl)piperonyl ester",1,-,-,-
"Ï-Anisic acid, 2-bromoethyl ester",1,-,-,-
"Ï-Anisic acid, 2-(2-butoxyethoxy)ethyl ester",1,-,-,-
"Ï-Anisic acid, 2-butoxyethyl ester",1,-,-,-
"Ï-Anisic acid, sec-butyl ester",1,-,-,-
"Ï-Anisic acid, Ï-chlorobenzyl ester",1,-,-,-
